"data.0.x","data.0.y"
"400.0","0.8593672925105084"
"401.0","0.8698905060655003"
"402.0","0.8916737328123374"
"403.0","0.9168380959172747"
"404.0","0.9426618690510926"
"405.0","0.9601926086144011"
"406.0","0.9839617136364778"
"407.0","1.0053114979818352"
"408.0","0.9997043742060483"
"409.0","1.0285619052393689"
"410.0","1.0477963869985532"
"411.0","1.0674430856967074"
"412.0","1.0815153832783748"
"413.0","1.098612383089687"
"414.0","1.112825740896124"
"415.0","1.1264328426534156"
"416.0","1.1410242371219186"
"417.0","1.1464408643901558"
"418.0","1.1474841200083423"
"419.0","1.1583118137611095"
"420.0","1.162271395584838"
"421.0","1.1634214912248024"
"422.0","1.1700411122650696"
"423.0","1.178893020795507"
"424.0","1.1980929166401437"
"425.0","1.1990981807513545"
"426.0","1.2103978837112983"
"427.0","1.2138511609005802"
"428.0","1.2357189841339464"
"429.0","1.2486149229270855"
"430.0","1.2548228132877368"
"431.0","1.2473146837020057"
"432.0","1.252839836787573"
"433.0","1.2618577546302292"
"434.0","1.2639398505130703"
"435.0","1.2651692532895853"
"436.0","1.2620692224980135"
"437.0","1.2531357903703377"
"438.0","1.2562715011447352"
"439.0","1.2444370032841543"
"440.0","1.222515846815028"
"441.0","1.2064883580387404"
"442.0","1.1733639135533187"
"443.0","1.1388096813486437"
"444.0","1.115976382105664"
"445.0","1.0909366097231192"
"446.0","1.0594633832942189"
"447.0","1.0328754638245214"
"448.0","1.0090544980858318"
"449.0","0.9856601593758233"
"450.0","0.9628145694744435"
"451.0","0.9419310011076223"
"452.0","0.9279566111780447"
"453.0","0.9076132793150817"
"454.0","0.8928658368852807"
"455.0","0.8927368608642737"
"456.0","0.8877874247234988"
"457.0","0.888349272698369"
"458.0","0.8955885229836252"
"459.0","0.9129514280526821"
"460.0","0.9180284567075226"
"461.0","0.9312655501951523"
"462.0","0.9409181762087041"
"463.0","0.9565304844289749"
"464.0","0.9690651483846834"
"465.0","0.9723049416709015"
"466.0","0.9763981427603431"
"467.0","0.9839962864882078"
"468.0","0.9892564285610174"
"469.0","0.9930682720301017"
"470.0","1.0018729391961692"
"471.0","1.001690889904568"
"472.0","1.0010234153751607"
"473.0","1.0068796334144767"
"474.0","0.9975603285710936"
"475.0","0.9821105344393263"
"476.0","0.9735279960174821"
"477.0","0.9645684913300102"
"478.0","0.9608156741100157"
"479.0","0.9550528928747964"
"480.0","0.9498100146768836"
"481.0","0.947035144224435"
"482.0","0.9403026985227858"
"483.0","0.9343586446712466"
"484.0","0.9225874943676847"
"485.0","0.9079992493498842"
"486.0","0.8909801166611082"
"487.0","0.8660611185210748"
"488.0","0.8538730429104233"
"489.0","0.829691534739131"
"490.0","0.8164813594059339"
"491.0","0.7924997198734669"
"492.0","0.770629539423416"
"493.0","0.7352420506297047"
"494.0","0.7089214885413181"
"495.0","0.6784006448963543"
"496.0","0.6467824903997035"
"497.0","0.6177309598564283"
"498.0","0.5871969392746882"
"499.0","0.5633701727697215"
"500.0","0.5322433614415608"
"501.0","0.508339718342972"
"502.0","0.48418317006170203"
"503.0","0.46467020056988123"
"504.0","0.44589782215190965"
"505.0","0.42648638603682104"
"506.0","0.40929777980469256"
"507.0","0.3885961067664314"
"508.0","0.3681551161557575"
"509.0","0.35307212499465707"
"510.0","0.33878066745178304"
"511.0","0.3234356544691094"
"512.0","0.310611188259721"
"513.0","0.30196739127522904"
"514.0","0.2895909904022254"
"515.0","0.2762176535756392"
"516.0","0.26563305448727464"
"517.0","0.25259325747546074"
"518.0","0.24147914072321988"
"519.0","0.23563286127155378"
"520.0","0.22891034193044105"
"521.0","0.22122129067311816"
"522.0","0.21708441253319533"
"523.0","0.21056070186551143"
"524.0","0.20712482190634737"
"525.0","0.20322219982159542"
"526.0","0.2009484581264452"
"527.0","0.2008848754842878"
"528.0","0.1986491839904713"
"529.0","0.1968868337891597"
"530.0","0.19357134348499586"
"531.0","0.19327926298603834"
"532.0","0.1896188867314829"
"533.0","0.19319955278300985"
"534.0","0.19180704341630736"
"535.0","0.19291602879655564"
"536.0","0.1885937059128638"
"537.0","0.18866197084273373"
"538.0","0.1896061055496893"
"539.0","0.189199131995469"
"540.0","0.19101923064475712"
"541.0","0.1930415911662766"
"542.0","0.19265216873395777"
"543.0","0.19411538076998172"
"544.0","0.1956346015940711"
"545.0","0.19624418238976907"
"546.0","0.19820798356748526"
"547.0","0.19729451757362512"
"548.0","0.19726844794793075"
"549.0","0.19651506016113082"
"550.0","0.197800756435346"
"551.0","0.19416358272352766"
"552.0","0.19673335199738815"
"553.0","0.191810468397149"
"554.0","0.1911766655902305"
"555.0","0.1934269572005017"
"556.0","0.19516368168359213"
"557.0","0.19736676728460179"
"558.0","0.19689606312541427"
"559.0","0.19961072253536272"
"560.0","0.20089076805141304"
"561.0","0.2006040884060174"
"562.0","0.2035006835467638"
"563.0","0.20639392711171353"
"564.0","0.2113068908440678"
"565.0","0.21810599187790855"
"566.0","0.21907414471618128"
"567.0","0.23094081388873952"
"568.0","0.23266672374462125"
"569.0","0.2385690049031514"
"570.0","0.2441290845914704"
"571.0","0.24107939269807765"
"572.0","0.2426331932809487"
"573.0","0.24798673081617906"
"574.0","0.24684479329378517"
"575.0","0.2516528640884754"
"576.0","0.2546103139224976"
"577.0","0.2583449654705073"
"578.0","0.26082002241794666"
"579.0","0.26117791246520916"
"580.0","0.2635263768965888"
"581.0","0.2627187006653302"
"582.0","0.2614723059693754"
"583.0","0.2599602018974241"
"584.0","0.265958526908395"
"585.0","0.26589123828429334"
"586.0","0.2708466419086816"
"587.0","0.2708006631355064"
"588.0","0.27361813391400897"
"589.0","0.28068065337759096"
"590.0","0.285971700061584"
"591.0","0.28492688667505"
"592.0","0.28610897816404074"
"593.0","0.2900776935837551"
"594.0","0.2963124489808375"
"595.0","0.3008850932159457"
"596.0","0.3062773669252614"
"597.0","0.3061594302605484"
"598.0","0.3131926467014858"
"599.0","0.3159577000999973"
"600.0","0.3181379923095277"
"601.0","0.3194755828543891"
"602.0","0.3249203983734672"
"603.0","0.3263505566251627"
"604.0","0.3284120358815807"
"605.0","0.3271778615790782"
"606.0","0.32873293669554643"
"607.0","0.32705202694797264"
"608.0","0.33496419250038606"
"609.0","0.33020792345827604"
"610.0","0.3350115322241816"
"611.0","0.33048268759598964"
"612.0","0.3331493202644647"
"613.0","0.33467531166060677"
"614.0","0.3353794179540852"
"615.0","0.3313833511265318"
"616.0","0.3328983180469224"
"617.0","0.3306478614232252"
"618.0","0.3304713175317175"
"619.0","0.33380069058864964"
"620.0","0.3332599087101063"
"621.0","0.33780986564505744"
"622.0","0.3396584798823173"
"623.0","0.34115162467049065"
"624.0","0.33793864832724996"
"625.0","0.3411878236083443"
"626.0","0.34237653775198523"
"627.0","0.342758829820115"
"628.0","0.34069851735474455"
"629.0","0.34038280696230494"
"630.0","0.3452165982251852"
"631.0","0.34274485745193245"
"632.0","0.34682076753237484"
"633.0","0.3503031851747904"
"634.0","0.35447387338467484"
"635.0","0.3585178724950186"
"636.0","0.3574701515058292"
"637.0","0.3619886093603843"
"638.0","0.37709249139799333"
"639.0","0.39297659301528526"
"640.0","0.4059578470659028"
"641.0","0.42092694932482266"
"642.0","0.4391201185680053"
"643.0","0.44889603075505585"
"644.0","0.47756639920181926"
"645.0","0.4979123788336082"
"646.0","0.5274242802752735"
"647.0","0.5513990961027035"
"648.0","0.5619851797639851"
"649.0","0.5793132886904141"
"650.0","0.595755697182666"
"651.0","0.6079316215319756"
"652.0","0.6224822733028978"
"653.0","0.6325986699440798"
"654.0","0.6427215707413906"
"655.0","0.650080954993411"
"656.0","0.6600108196713214"
"657.0","0.6699382413898901"
"658.0","0.6816096665252984"
"659.0","0.6971493484317689"
"660.0","0.6854941403180236"
"661.0","0.7364119376138546"
"662.0","0.7522084877596117"
"663.0","0.748555014899102"
"664.0","0.7726675754957446"
"665.0","0.7864632699994524"
"666.0","0.8054267966684252"
"667.0","0.8290441153292498"
"668.0","0.8334824815308988"
"669.0","0.8503329693518622"
"670.0","0.8595764599799706"
"671.0","0.8616408964416248"
"672.0","0.8700728667915945"
"673.0","0.8573495065978819"
"674.0","0.8635269488086728"
"675.0","0.855126784152446"
