"data.0.x","data.0.y","data.1.x","data.1.y"
"700.0","-0.19423626834217306","383.0","0.2870120623437638"
"699.0","-0.4017141558879061","383.5","0.3036252860540736"
"698.0","-0.2886300071292589","384.0","0.2746396281686822"
"697.0","-0.2675657889582664","384.5","0.28562445106201634"
"696.0","-0.3195365198248239","385.0","0.2936954634985474"
"695.0","-0.2507783427214966","385.5","0.2776487178021346"
"694.0","-0.29956441011257956","386.0","0.3009228221345654"
"693.0","-0.25437039242261617","386.5","0.30625325898092853"
"692.0","-0.3998182430685584","387.0","0.307542126388694"
"691.0","-0.30775522355319135","387.5","0.3224663101493111"
"690.0","-0.1702608055279177","388.0","0.33319301309135885"
"689.0","-0.3921938531686031","388.5","0.3357153127495665"
"688.0","-0.23455575315528462","389.0","0.34520165404650666"
"687.0","-0.2462587059219855","389.5","0.3681102328103373"
"686.0","-0.395179524141551","390.0","0.3808620513433498"
"685.0","-0.38860415377263147","390.5","0.3905008393229289"
"684.0","-0.27967221077536564","391.0","0.42166752417925646"
"683.0","-0.3751705929819888","391.5","0.4377263963163338"
"682.0","-0.4138550488471753","392.0","0.4788263684255203"
"681.0","-0.34188870521689396","392.5","0.5073893332363218"
"680.0","-0.3245403194848131","393.0","0.5504052829704928"
"679.0","-0.374203050696082","393.5","0.5607612632979414"
"678.0","-0.3180041208683594","394.0","0.6084632161745931"
"677.0","-0.25396692337221777","394.5","0.6463687373430276"
"676.0","-0.34402669946648073","395.0","0.6954167251334342"
"675.0","-0.42397937998950197","395.5","0.7540584598380947"
"674.0","-0.3349490375500419","396.0","0.8168197196713389"
"673.0","-0.3640364140610922","396.5","0.8864653331046632"
"672.0","-0.31021677647814605","397.0","0.9613686247403642"
"671.0","-0.3183268961086781","397.5","1.0473572154920476"
"670.0","-0.41304811074637854","398.0","1.0972349982936365"
"669.0","-0.5416152863846823","398.5","1.2017891697026077"
"668.0","-0.39538086694922553","399.0","1.2922073759941515"
"667.0","-0.3884427661524721","399.5","1.4275765654801813"
"666.0","-0.42639941085684285","400.0","1.5416863721327465"
"665.0","-0.4279318098133074","400.5","1.660007518393212"
